id,title,date,article_url,place_of_accident,district,number_of_deaths,number_of_injured,vehicle_type,cause_of_accident,country,report_type,type_of_accident,accident_date,accident_time,month,month_num,condition,accident_hour,month_name,cause_of_accident_normalized
2954,2 killed as bus collides with CNG-run auto-rickshaw,2019-10-07 21:48:43,https://en.prothomalo.com/bangladesh/2-killed-as-bus-collides-with-CNG-run,kalipur of banskhali upazila,Chattogram,2,0,"Bus, Auto-Rickshaw",head-on collision,Bangladesh,event,road accident,2019-10-07,21:48:43,Oct,10,Light rain,21,Oct,head-on collision
2955,3 killed in road crash,2019-08-12 15:09:59,https://en.prothomalo.com/bangladesh/3-killed-in-road-crash-5,dhaka-aricha highway,Dhaka,3,6,,,Bangladesh,event,road accident,2019-08-12,15:09:59,Aug,8,Moderate rain,15,Aug,
2956,3 killed in road crash,2019-08-12 15:09:59,https://en.prothomalo.com/bangladesh/3-killed-in-road-crash-4,dhaka-aricha highway,Dhaka,3,6,Cattle Traders' Vehicle (Implied),,Bangladesh,event,road accident,2019-08-12,15:09:59,Aug,8,Moderate rain,15,Aug,
2957,3 killed in road crash,2019-08-12 15:09:59,https://en.prothomalo.com/bangladesh/3-killed-in-road-crash-2,dhaka-aricha highway,Dhaka,3,6,,,Bangladesh,event,road accident,2019-08-12,15:09:59,Aug,8,Moderate rain,15,Aug,
2960,Woman killed in road crash,2019-06-19 10:53:57,https://en.prothomalo.com/bangladesh/Woman-killed-in-road-crash,tigerpass,Chattogram,1,0,,,Bangladesh,event,road accident,2019-06-19,10:53:57,Jun,6,Moderate rain,10,Jun,
2964,Boat capsize in Pashur river kills one,2019-11-24 14:58:38,https://en.prothomalo.com/bangladesh/1-dead-in-boat-capsize,pashur river,Bagerhat,1,0,Engine-Run Boat,capsized,Bangladesh,event,road accident,2019-11-24,14:58:38,Nov,11,Partly cloudy,14,Nov,unknown
2965,Two killed as four buses collide,2019-10-04 22:03:46,https://en.prothomalo.com/bangladesh/Two-killed-as-four-buses-collide,dhaka-chattogram highway,Cumilla,2,20,Four Vehicles,collision,Bangladesh,event,road accident,2019-10-04,22:03:46,Oct,10,Moderate rain,22,Oct,collision
2967,"5 killed in Chattogram, Madaripur road crashes",2020-01-09 11:00:20,https://en.prothomalo.com/bangladesh/5-killed-in-Chattogram-Madaripur-road-crashes,chattogram and madaripur districts,Madaripur,5,10,,separate road accidents,Bangladesh,event,road accident,2020-01-09,11:00:20,Jan,1,Light rain,11,Jan,separate road accidents
2968,"Mother, daughter among 3 killed as bus overturns",2019-10-25 13:22:38,https://en.prothomalo.com/bangladesh/Mother-daughter-among-3-killed-as-bus-overturns,shibganj upazila,,3,10,Bus,,Bangladesh,event,road accident,2019-10-25,13:22:38,Oct,10,,13,Oct,
2969,3 bikers killed in road crash,2019-08-06 21:49:50,https://en.prothomalo.com/bangladesh/3-bikers-killed-in-road-crash-2,court station area,Dhaka,3,0,"Bus, Motorcycle",hit by a bus,Bangladesh,event,road accident,2019-08-06,21:49:50,Aug,8,Moderate rain,21,Aug,hit by a bus
2970,3 bikers killed in road crash,2019-08-06 21:49:50,https://en.prothomalo.com/bangladesh/3-bikers-killed-in-road-crash,court station area,Dhaka,3,0,"Bus, Motorcycle",hit by a bus,Bangladesh,event,road accident,2019-08-06,21:49:50,Aug,8,Moderate rain,21,Aug,hit by a bus
2971,Policeman killed in Feni road crash,2019-09-14 12:41:03,https://en.prothomalo.com/bangladesh/Policeman-killed-in-Feni-road-crash,dhaka-chattogram highway in sadar upazila of feni,Feni,1,3,Jeep,overturned,Bangladesh,event,road accident,2019-09-14,12:41:03,Sep,9,Moderate rain,12,Sep,overturned
2976,College student killed in road crash,2019-08-18 13:14:04,https://en.prothomalo.com/bangladesh/College-student-killed-in-road-crash,jb road in the municipality area of lakshmipur,Lakshmipur,1,0,Motorcycle,fell into roadside ditch,Bangladesh,event,road accident,2019-08-18,13:14:04,Aug,8,Light rain,13,Aug,fell into roadside ditch
2981,2 killed as bus collides with truck in Sirajganj,2019-09-12 20:34:01,https://en.prothomalo.com/bangladesh/2-killed-as-bus-collides-with-truck-in-Sirajganj,dathia area of raiganj upazila,Sirajganj,2,10,Truck And Bus,collision,Bangladesh,event,road accident,2019-09-12,20:34:01,Sep,9,Moderate rain,20,Sep,collision
2982,2 killed as lorry plunges into ditch,2019-07-20 12:49:55,https://en.prothomalo.com/bangladesh/2-killed-as-lorry-plunges-into-ditch,shibrampur of faridpur sadar upazila,Faridpur,2,3,Truck,lorry fell into a ditch,Bangladesh,event,road accident,2019-07-20,12:49:55,Jul,7,Light rain,12,Jul,lorry fell into a ditch
2984,Freedom fighter among 3 killed in road crash,2019-12-08 11:35:15,https://en.prothomalo.com/bangladesh/Freedom-fighter-among-3-killed-in-road-crash,village debipur,Pirojpur,3,2,"Bus, Auto-Rickshaw",bus hit an auto-rickshaw,Bangladesh,event,road accident,2019-12-08,11:35:15,Dec,12,Partly cloudy,11,Dec,bus hit an autorickshaw
2985,Minor killed in road crash,2019-10-07 15:37:01,https://en.prothomalo.com/bangladesh/Minor-killed-in-road-crash,mission road shahi zame masjid intersection,Chandpur,1,1,Three-Wheeler And Pickup Van,head-on collision,Bangladesh,event,road accident,2019-10-07,15:37:01,Oct,10,Moderate rain,15,Oct,head-on collision
2986,3 killed in Faridpur road crash,2019-08-15 17:48:15,https://en.prothomalo.com/bangladesh/3-killed-in-Faridpur-road-collision,bhanga upazila,Faridpur,3,0,,,Bangladesh,event,road accident,2019-08-15,17:48:15,Aug,8,Moderate rain,17,Aug,
2988,2 killed in road crash,2019-08-01 09:58:30,https://en.prothomalo.com/bangladesh/2-killed-in-road-crash-11,rajshahi-chapainawabganj road,Rajshahi,2,0,"Truck, Motorcycle",truck hit a motorcycle,Bangladesh,event,road accident,2019-08-01,09:58:30,Aug,8,,9,Aug,truck hit a motorcycle
2989,2 killed in road crash,2019-08-01 09:58:30,https://en.prothomalo.com/bangladesh/2-killed-in-road-crash-13,rajshahi-chapainawabganj road,Rajshahi,2,0,Motorcycle And Truck,truck hit a motorcycle,Bangladesh,event,road accident,2019-08-01,09:58:30,Aug,8,,9,Aug,truck hit a motorcycle
2990,2 killed in road crash,2019-08-01 09:58:30,https://en.prothomalo.com/bangladesh/2-killed-in-road-crash-10,rajshahi-chapainawabganj road,Rajshahi,2,0,"Truck, Motorcycle",truck hit a motorcycle,Bangladesh,event,road accident,2019-08-01,09:58:30,Aug,8,,9,Aug,truck hit a motorcycle
2991,2 killed in road crash,2019-08-01 09:58:30,https://en.prothomalo.com/bangladesh/2-killed-in-road-crash-7,rajshahi-chapainawabganj road,Rajshahi,2,0,"Truck, Motorcycle",truck hit a motorcycle,Bangladesh,event,road accident,2019-08-01,09:58:30,Aug,8,,9,Aug,truck hit a motorcycle
2992,2 killed in road crash,2019-08-01 09:58:30,https://en.prothomalo.com/bangladesh/2-killed-in-road-crash-4,rajshahi-chapainawabganj road,Rajshahi,2,0,"Truck, Motorcycle",truck hit a motorcycle,Bangladesh,event,road accident,2019-08-01,09:58:30,Aug,8,,9,Aug,truck hit a motorcycle
2993,2 killed in road crash,2019-08-01 09:58:30,https://en.prothomalo.com/bangladesh/2-killed-in-road-crash-2,rajshahi-chapainawabganj road,Rajshahi,2,0,"Truck, Motorcycle",truck hit a motorcycle,Bangladesh,event,road accident,2019-08-01,09:58:30,Aug,8,,9,Aug,truck hit a motorcycle
2994,2 killed in road crash,2019-08-01 09:58:30,https://en.prothomalo.com/bangladesh/2-killed-in-road-crash,rajshahi-chapainawabganj road,Rajshahi,2,0,"Truck, Motorcycle",truck hit a motorcycle,Bangladesh,event,road accident,2019-08-01,09:58:30,Aug,8,,9,Aug,truck hit a motorcycle
2996,3 students die in Dinajpur boat capsize,2019-09-21 20:03:54,https://en.prothomalo.com/bangladesh/3-students-die-in-Dinajpur-boat-capsize,ashura beel,Nawabganj,3,0,,boat capsized,Bangladesh,event,road accident,2019-09-21,20:03:54,Sep,9,Moderate rain,20,Sep,boat capsized
2997,Ambulance gas cylinder blast kills three including patient,2019-10-17 18:34:53,https://en.prothomalo.com/bangladesh/Ambulance-gas-cylinder-blast-kills-three-including,anwara upazila,Chattogram,3,3,Ambulance,gas cylinder explosion,Bangladesh,event,road accident,2019-10-17,18:34:53,Oct,10,Rain showers (moderate or heavy),18,Oct,gas cylinder explosion
2999,2 killed in Sirajganj road accident,2015-07-29 12:47:28,https://en.prothomalo.com/bangladesh/2-killed-in-Sirajganj-road-accident-5,mannan nagar on the hatikumrul-bonpara highway,Sirajganj,2,1,,,Bangladesh,event,road accident,2015-07-29,12:47:28,Jul,7,Moderate rain,12,Jul,
3001,2 killed in Sirajganj road accident,2015-07-29 12:47:28,https://en.prothomalo.com/bangladesh/2-killed-in-Sirajganj-road-accident-3,hatikumrul-bonpara highway,Sirajganj,2,1,Other,,Bangladesh,event,road accident,2015-07-29,12:47:28,Jul,7,Moderate rain,12,Jul,
3003,2 killed in Sirajganj road accident,2015-07-29 12:47:28,https://en.prothomalo.com/bangladesh/2-killed-in-Sirajganj-road-accident,hatikumrul-bonpara highway,Sirajganj,2,1,,,Bangladesh,event,road accident,2015-07-29,12:47:28,Jul,7,Moderate rain,12,Jul,
3004,Road crash kills 4 in Cumilla,2019-07-11 22:40:50,https://en.prothomalo.com/bangladesh/Road-crash-kills-4-in-Cumilla,kesonpar,Cumilla,4,10,"Bus, Truck",bus hit a truck parked beside the road,Bangladesh,event,road accident,2019-07-11,22:40:50,Jul,7,Moderate rain,22,Jul,bus hit a truck parked beside the road
3006,2 killed in road crash,2019-06-26 09:57:36,https://en.prothomalo.com/bangladesh/2-killed-in-road-crash-13,lengra bazar,Mymensingh,2,0,Truck,plunged into a roadside ditch,Bangladesh,event,road accident,2019-06-26,09:57:36,Jun,6,Light rain,9,Jun,plunged into a roadside ditch
3009,2 killed in road crash,2019-06-26 09:57:36,https://en.prothomalo.com/bangladesh/2-killed-in-road-crash-4,lengra bazar,Mymensingh,2,0,Truck,plunged into a roadside ditch,Bangladesh,event,road accident,2019-06-26,09:57:36,Jun,6,Light rain,9,Jun,plunged into a roadside ditch
3011,2 killed in road crash,2019-06-26 09:57:36,https://en.prothomalo.com/bangladesh/2-killed-in-road-crash,lengra bazar,Mymensingh,2,0,Truck,plunged into a roadside ditch,Bangladesh,event,road accident,2019-06-26,09:57:36,Jun,6,Light rain,9,Jun,plunged into a roadside ditch
3012,2 killed in Gazipur road crash,2019-06-25 15:59:01,https://en.prothomalo.com/bangladesh/accident/2-killed-in-gazipur-road-crash,gazipur,Kishoreganj,2,4,"Truck, Pickup",truck hit a pickup,Bangladesh,event,road accident,2019-06-25,15:59:01,Jun,6,Moderate rain,15,Jun,truck hit a pickup
3013,2 killed in Gazipur road crash,2019-06-25 15:59:01,https://en.prothomalo.com/bangladesh/2-killed-in-Gazipur-road-crash-5,gazipur,Kishoreganj,2,4,"Truck, Pickup",truck hit a pickup,Bangladesh,event,road accident,2019-06-25,15:59:01,Jun,6,Moderate rain,15,Jun,truck hit a pickup
3014,2 killed in Gazipur road crash,2019-06-25 15:59:01,https://en.prothomalo.com/bangladesh/2-killed-in-Gazipur-road-crash-4,gazipur,Kishoreganj,2,4,Truck And Pickup,collision,Bangladesh,event,road accident,2019-06-25,15:59:01,Jun,6,Moderate rain,15,Jun,collision
3015,2 killed in Gazipur road crash,2019-06-25 15:59:01,https://en.prothomalo.com/bangladesh/2-killed-in-Gazipur-road-crash-3,gazipur,Kishoreganj,2,4,"Truck, Pickup",truck hit a pickup,Bangladesh,event,road accident,2019-06-25,15:59:01,Jun,6,Moderate rain,15,Jun,truck hit a pickup
3016,2 killed in Gazipur road crash,2019-06-25 15:59:01,https://en.prothomalo.com/bangladesh/2-killed-in-Gazipur-road-crash,gazipur,Kishoreganj,2,4,"Truck, Pickup",truck hit a pickup,Bangladesh,event,road accident,2019-06-25,15:59:01,Jun,6,Moderate rain,15,Jun,truck hit a pickup
3017,Schoolteacher killed in road crash,2019-07-09 16:25:38,https://en.prothomalo.com/bangladesh/Schoolteacher-killed-in-road-crash,poba upazila,Rajshahi,1,0,"Bus, Motorcycle",bus hit his motorcycle,Bangladesh,event,road accident,2019-07-09,16:25:38,Jul,7,,16,Jul,bus hit his motorcycle
3018,Road crashes claim three lives,2019-12-24 09:04:25,https://en.prothomalo.com/bangladesh/Road-crashes-claim-three-lives,koidabari on takerhat-kodombari road,Madaripur,2,7,Three-Wheeler,fell into a ditch,Bangladesh,event,road accident,2019-12-24,09:04:25,Dec,12,Shallow fog,9,Dec,fell into a ditch
3019,"Verdict in case over Razib, Dia’s deaths Sunday",2019-11-30 15:19:23,https://en.prothomalo.com/bangladesh/Verdict-in-case-over-Razib-Dia’s-deaths-Sunday,airport road,Dhaka,2,0,,,Bangladesh,event,road accident,2019-11-30,15:19:23,Nov,11,Partly cloudy,15,Nov,
3020,Army man killed in Khulna road crash,2019-12-23 23:26:01,https://en.prothomalo.com/bangladesh/Army-man-killed-in-Khulna-road-crash,dumuria upazila,Khulna,1,10,Truck,fell into a roadside ditch,Bangladesh,event,road accident,2019-12-23,23:26:01,Dec,12,Partly cloudy,23,Dec,fell into a roadside ditch
3021,Three pedestrian killed in road accident in Gaibandha,2015-08-04 13:48:33,https://en.prothomalo.com/bangladesh/Three-pedestrian-killed-in-road-accident-in,dhaka-rangpur highway at fasitola,Gaibandha,3,15,"Bus, Pedestrians",bus overturned,Bangladesh,event,road accident,2015-08-04,13:48:33,Aug,8,Light rain,13,Aug,bus overturned
3023,5 of a family among 7 killed in Cumilla highway crash,2019-08-18 16:07:13,https://en.prothomalo.com/bangladesh/Cumilla-highway-crash-kills-7,"jamtola, cumilla-noakhali highway",Cumilla,5,1,"Auto-Rickshaw, Bus",crash,Bangladesh,event,road accident,2019-08-18,16:07:13,Aug,8,Dense rain,16,Aug,crash
3027,Petrobangla official among 2 killed in road crash,2019-09-25 21:55:16,https://en.prothomalo.com/bangladesh/Petrobangla-official-among-2-killed-in-road-crash,sirajganj,Sirajganj,2,5,"Bus, Microbus",collision,Bangladesh,event,road accident,2019-09-25,21:55:16,Sep,9,Moderate rain,21,Sep,collision
3029,Awami League leaders control the speedboats,2021-05-06 18:11:19,https://en.prothomalo.com/bangladesh/local-news/awami-league-leaders-control-the-speedboats,munshiganj and madaripur,Shariatpur,26,0,Speedboat,illegal operation and unauthorized speedboats,Bangladesh,event,road accident,2021-05-06,18:11:19,May,5,Light rain,18,May,illegal operation and unauthorized speedboats
3030,Two killed in Gazipur road crash,2019-07-04 11:41:25,https://en.prothomalo.com/bangladesh/Two-killed-in-Gazipur-road-crash-3,dhaka-mymensingh highway at rangila bazar,Gazipur,2,2,"Truck, Human Hauler",truck hit a human hauler,Bangladesh,event,road accident,2019-07-04,11:41:25,Jul,7,Moderate rain,11,Jul,truck hit a human hauler
3031,Two killed in Gazipur road crash,2019-07-04 11:41:25,https://en.prothomalo.com/bangladesh/Two-killed-in-Gazipur-road-crash-2,dhaka-mymensingh highway at rangila bazar,Gazipur,2,2,"Truck, Human Hauler",truck hit a human hauler,Bangladesh,event,road accident,2019-07-04,11:41:25,Jul,7,Moderate rain,11,Jul,truck hit a human hauler
3034,Fire at Dhaka petrol pump,2019-06-18 20:15:54,https://en.prothomalo.com/bangladesh/Fire-at-Dhaka-petrol-pump,kalyanpur area,Dhaka,0,0,Truck,fire while filling oil reserve from lorries,Bangladesh,event,road accident,2019-06-18,20:15:54,Jun,6,Partly cloudy,20,Jun,fire while filling oil reserve from lorries
3039,Gazipur road crash kills 3,2019-07-15 12:13:00,https://en.prothomalo.com/bangladesh/Gazipur-road-crash-kills-3-2,dhaka-mymensingh highway,Gazipur,3,0,"Pickup Van, Covered Van",collision,Bangladesh,event,road accident,2019-07-15,12:13:00,Jul,7,Moderate rain,12,Jul,collision
3040,Gazipur road crash kills 3,2019-07-15 12:13:00,https://en.prothomalo.com/bangladesh/Gazipur-road-crash-kills-3,joydebpur on dhaka-mymensingh highway,Gazipur,3,0,"Pickup Van, Covered Van",collision,Bangladesh,event,road accident,2019-07-15,12:13:00,Jul,7,Moderate rain,12,Jul,collision
3041,Dhaka South City: 98pc chemical warehouses risky,2021-05-01 11:23:30,https://en.prothomalo.com/bangladesh/dhaka-south-city-98pc-chemical-warehouses-risky,armanitola,Dhaka,7,1,,fire in a chemical godown,Bangladesh,event,road accident,2021-05-01,11:23:30,May,5,Precipitation not reaching ground,11,May,fire in a chemical godown
3043,Biker killed in Wari,2019-06-16 19:12:37,https://en.prothomalo.com/bangladesh/Biker-killed-in-Wari,wari post office goli,Dhaka,1,0,Motorcycle,crashed into a roadside pillar,Bangladesh,event,road accident,2019-06-16,19:12:37,Jun,6,Light rain,19,Jun,crashed into a roadside pillar
3044,"Truck hits auto-rickshaw, kills 4",2019-07-27 14:57:54,https://en.prothomalo.com/bangladesh/Truck-hits-auto-rickshaw-kills-4,pakundia upazila,Kishoreganj,4,0,"Truck, Auto-Rickshaw",truck hit auto-rickshaw,Bangladesh,event,road accident,2019-07-27,14:57:54,Jul,7,Moderate rain,14,Jul,truck hit autorickshaw
3046,Dhaka north mayor seeks removal of Mohakhali bus terminal,2019-12-10 22:20:09,,mohakhali inter-district bus terminal,Dhaka,0,0,Bus,traffic congestion,Bangladesh,event,road accident,2019-12-10,22:20:09,Dec,12,Clear sky,22,Dec,traffic congestion
3047,RMG worker killed in factory wall collapse,2019-12-10 12:46:06,https://en.prothomalo.com/bangladesh/RMG-worker-killed-in-factory-wall-collapse,gouripur in ashulia,Dhaka,1,10,,wall collapse following a blast inside the factory,Bangladesh,event,road accident,2019-12-10,12:46:06,Dec,12,Clear sky,12,Dec,wall collapse following a blast inside the factory
3048,"Motorcyclist, pillion rider killed in Gopalganj",2019-07-12 19:42:49,https://en.prothomalo.com/bangladesh/Motorcyclist-pillion-rider-killed-in-Gopalganj,dhaka-khulna highway at chaptai of kashiani upazila,Gopalganj,2,0,Motorcycle,,Bangladesh,event,road accident,2019-07-12,19:42:49,Jul,7,Moderate rain,19,Jul,
3049,Bus driver remanded over woman’s death in road crash,2019-09-28 19:49:44,,mohakhali’s amtoli,Dhaka,1,0,Bus,bus hit a pedestrian,Bangladesh,event,road accident,2019-09-28,19:49:44,Sep,9,Light rain,19,Sep,bus hit a pedestrian
3057,Road crash kills youth,2019-07-08 13:20:13,https://en.prothomalo.com/bangladesh/Road-crash-kills-youth,signboard on dhaka-narayanganj road,Narayanganj,1,0,"Bus, Motorbike",,Bangladesh,event,road accident,2019-07-08,13:20:13,Jul,7,Moderate rain,13,Jul,
3060,Eight killed in separate road crashes,2020-02-29 15:41:55,https://en.prothomalo.com/bangladesh/eight-killed-in-separate-road-crashes,zinglatoli in daudkandi upazila,Cumilla,3,15,Bus,plunged into a roadside ditch,Bangladesh,event,road accident,2020-02-29,15:41:55,Feb,2,Clear sky,15,Feb,plunged into a roadside ditch
3061,Three including cop killed in separate road crashes,2019-12-03 12:06:45,https://en.prothomalo.com/bangladesh/Three-including-cop-killed-in-separate-road,chelerghat,Mymensingh,2,0,Car,vehicle overturned and fell into a pond,Bangladesh,event,road accident,2019-12-03,12:06:45,Dec,12,Clear sky,12,Dec,vehicle overturned and fell into a pond
